,usdthb,ukpthb,jpythb,eurthb
14/11/2002,43.32,68.65,36.00,43.61
15/11/2002,43.40,68.52,35.97,43.56
18/11/2002,43.44,68.64,35.98,43.86
19/11/2002,43.35,68.56,35.80,43.74
20/11/2002,43.42,68.60,35.50,43.58
21/11/2002,43.36,68.19,35.43,43.40
22/11/2002,43.34,68.52,35.30,43.44
25/11/2002,43.36,68.34,35.29,43.12
26/11/2002,43.33,67.79,35.51,42.94
27/11/2002,43.36,67.35,35.63,43.08
28/11/2002,43.37,67.04,35.46,42.92
29/11/2002,43.35,67.19,35.43,43.05
02/12/2002,43.52,67.77,35.33,43.22
03/12/2002,43.65,67.96,35.09,43.53
04/12/2002,43.56,68.40,35.00,43.49
06/12/2002,43.71,68.67,34.89,43.73
09/12/2002,43.48,68.60,35.31,43.92
11/12/2002,43.35,68.06,35.04,43.67
12/12/2002,43.33,68.25,35.11,43.72
13/12/2002,43.27,68.39,35.33,44.09
16/12/2002,43.16,68.60,35.79,44.13
17/12/2002,43.12,68.73,35.60,44.21
18/12/2002,43.03,68.72,35.45,44.21
19/12/2002,42.96,68.87,35.49,44.08
20/12/2002,42.99,68.86,35.60,44.09
23/12/2002,43.04,68.96,35.77,44.19
24/12/2002,42.97,68.48,35.68,44.09
25/12/2002,42.94,68.46,35.66,44.25
26/12/2002,43.01,68.67,35.77,44.42
27/12/2002,43.15,69.15,35.93,44.78
02/01/2003,43.11,69.37,36.27,45.19
03/01/2003,43.04,68.67,35.88,44.63
06/01/2003,42.84,69.01,35.88,44.70
07/01/2003,42.76,68.68,35.81,44.65
08/01/2003,42.81,68.74,35.64,44.60
09/01/2003,42.64,68.82,35.82,44.80
10/01/2003,42.72,68.59,35.69,44.78
13/01/2003,42.74,68.73,35.84,45.16
14/01/2003,42.67,68.29,35.87,44.99
15/01/2003,42.58,68.39,36.06,44.96
16/01/2003,42.63,68.34,36.08,45.00
17/01/2003,42.69,68.72,36.17,45.31
20/01/2003,42.77,68.85,36.19,45.52
21/01/2003,42.75,68.68,36.02,45.56
22/01/2003,42.72,69.07,36.16,45.85
23/01/2003,42.70,69.11,36.00,45.77
24/01/2003,42.63,69.29,36.13,45.86
27/01/2003,42.59,69.57,36.14,46.15
28/01/2003,42.65,69.69,35.99,46.21
29/01/2003,42.58,70.04,36.02,46.24
30/01/2003,42.67,70.23,35.98,46.16
31/01/2003,42.72,70.64,35.85,46.20
03/02/2003,42.76,70.33,35.57,45.91
04/02/2003,42.71,70.18,35.51,46.04
05/02/2003,42.64,70.32,35.62,46.39
06/02/2003,42.71,70.10,35.59,46.06
07/02/2003,42.78,69.96,35.73,46.28
10/02/2003,42.94,69.97,35.66,46.41
11/02/2003,43.06,70.02,35.53,46.21
12/02/2003,42.98,69.59,35.52,46.17
13/02/2003,42.94,69.47,35.48,46.10
14/02/2003,42.96,69.64,35.67,46.55
18/02/2003,43.05,68.87,36.05,46.20
19/02/2003,42.95,68.39,36.10,45.96
20/02/2003,42.96,68.68,36.13,46.21
21/02/2003,42.78,68.19,36.14,46.29
24/02/2003,42.80,67.49,36.14,45.94
25/02/2003,42.73,67.83,36.24,46.12
26/02/2003,42.69,67.21,36.34,45.90
27/02/2003,42.65,67.64,36.43,46.05
28/02/2003,42.62,67.28,36.21,45.83
03/03/2003,42.68,67.18,36.12,46.00
04/03/2003,42.59,67.32,36.21,46.40
05/03/2003,42.48,67.49,36.18,46.58
06/03/2003,42.59,68.15,36.29,46.67
07/03/2003,42.56,68.05,36.26,46.73
10/03/2003,42.42,67.93,36.31,46.77
11/03/2003,42.42,67.92,36.28,46.85
12/03/2003,42.56,68.33,36.28,46.92
13/03/2003,42.70,68.56,36.18,46.58
14/03/2003,42.71,68.38,36.10,46.12
17/03/2003,42.59,67.65,36.13,46.05
18/03/2003,42.79,67.08,36.09,45.51
19/03/2003,42.90,67.17,36.14,45.62
20/03/2003,42.94,67.23,35.76,45.45
21/03/2003,42.89,67.14,35.65,45.47
24/03/2003,42.95,67.30,35.50,45.51
25/03/2003,42.79,67.50,35.61,45.66
26/03/2003,42.83,67.43,35.69,45.60
27/03/2003,42.84,67.50,35.75,45.85
28/03/2003,42.90,67.14,35.67,45.82
31/03/2003,42.85,67.51,35.84,46.38
01/04/2003,42.82,67.67,36.20,46.69
02/04/2003,42.82,67.54,36.28,46.73
03/04/2003,42.90,67.25,36.12,46.23
04/04/2003,43.05,67.62,35.99,46.25
08/04/2003,43.07,66.95,35.93,45.97
09/04/2003,42.96,66.85,35.84,46.12
10/04/2003,42.89,67.18,35.74,46.25
11/04/2003,42.82,67.27,35.76,46.14
16/04/2003,42.86,67.31,35.60,46.27
17/04/2003,42.70,67.53,35.75,46.64
18/04/2003,42.72,67.21,35.68,46.50
21/04/2003,42.67,67.18,35.61,46.49
22/04/2003,42.72,66.82,35.43,46.41
23/04/2003,42.68,67.30,35.56,46.78
24/04/2003,42.74,67.78,35.50,46.88
25/04/2003,42.85,68.25,35.68,47.27
28/04/2003,42.92,68.45,35.75,47.46
29/04/2003,42.82,68.03,35.58,47.03
30/04/2003,42.80,68.30,35.78,47.57
02/05/2003,42.74,68.83,36.01,48.02
06/05/2003,42.58,68.43,35.90,48.06
07/05/2003,42.46,68.51,36.08,48.45
08/05/2003,42.38,67.66,36.35,48.07
09/05/2003,42.51,68.24,36.26,48.97
12/05/2003,42.34,68.00,36.22,48.95
13/05/2003,42.38,68.12,36.18,48.78
14/05/2003,42.28,68.02,36.24,48.65
16/05/2003,42.09,68.23,36.18,48.00
19/05/2003,41.93,68.36,36.32,49.05
20/05/2003,42.03,68.62,35.90,48.98
21/05/2003,41.86,68.70,35.88,49.07
22/05/2003,42.04,68.74,35.75,48.95
23/05/2003,41.90,68.45,35.72,48.97
26/05/2003,41.74,68.39,35.72,49.33
27/05/2003,41.63,68.33,35.67,49.48
28/05/2003,41.68,68.36,35.57,49.29
29/05/2003,41.77,68.38,35.19,49.11
30/05/2003,41.66,68.84,35.20,49.49
02/06/2003,41.71,68.01,35.04,48.87
03/06/2003,41.52,67.96,35.06,48.77
04/06/2003,41.60,67.82,34.93,48.80
05/06/2003,41.56,67.77,35.08,48.40
06/06/2003,41.49,68.99,35.21,49.17
09/06/2003,41.67,69.15,35.18,48.68
10/06/2003,41.62,68.50,35.23,48.79
11/06/2003,41.79,69.07,35.48,48.83
12/06/2003,41.76,69.68,35.44,49.10
13/06/2003,41.63,69.59,35.38,48.98
16/06/2003,41.50,69.49,35.38,49.32
17/06/2003,41.47,69.73,35.26,49.08
18/06/2003,41.49,69.88,35.14,48.91
19/06/2003,41.58,69.77,35.11,48.46
20/06/2003,41.53,69.80,35.13,48.69
23/06/2003,41.55,69.06,35.11,48.07
24/06/2003,41.52,69.21,35.27,47.96
25/06/2003,41.52,69.04,35.27,47.79
26/06/2003,41.48,69.24,35.11,47.80
27/06/2003,41.67,69.18,34.88,47.66
30/06/2003,41.98,69.40,35.04,48.01
02/07/2003,41.90,69.71,35.12,48.40
03/07/2003,41.76,69.52,35.31,48.11
04/07/2003,41.62,69.45,35.18,47.75
07/07/2003,41.55,69.20,35.17,47.63
08/07/2003,41.59,68.59,35.20,47.08
09/07/2003,41.63,68.08,35.17,47.14
10/07/2003,41.62,68.01,35.35,47.22
11/07/2003,41.65,68.12,35.33,47.18
15/07/2003,41.53,66.94,35.28,46.82
16/07/2003,41.60,66.13,35.17,46.39
17/07/2003,41.56,66.41,35.17,46.62
18/07/2003,41.66,66.47,35.03,46.80
21/07/2003,41.63,65.85,35.19,46.98
22/07/2003,41.76,66.70,35.05,47.30
23/07/2003,41.80,66.77,35.14,47.46
24/07/2003,41.89,67.37,35.27,48.09
25/07/2003,41.88,67.61,35.14,48.04
28/07/2003,41.87,67.79,35.16,48.06
29/07/2003,41.97,68.25,35.17,48.25
30/07/2003,41.92,68.11,34.98,48.00
31/07/2003,41.96,67.81,34.94,47.62
01/08/2003,41.95,67.51,34.83,47.08
04/08/2003,41.91,67.54,34.94,47.23
05/08/2003,41.94,67.53,34.81,47.61
06/08/2003,41.99,67.74,35.00,47.85
07/08/2003,41.98,67.53,34.96,47.62
08/08/2003,41.84,67.59,35.12,47.54
11/08/2003,41.82,66.99,35.18,47.19
13/08/2003,41.78,66.90,35.15,47.05
14/08/2003,41.67,67.01,34.95,47.21
15/08/2003,41.59,66.62,34.95,46.84
18/08/2003,41.58,66.37,34.85,46.73
19/08/2003,41.56,66.03,34.82,46.29
20/08/2003,41.59,66.01,35.05,46.20
21/08/2003,41.54,66.13,35.17,46.01
22/08/2003,41.47,65.43,35.18,45.33
25/08/2003,41.32,64.99,35.15,44.94
26/08/2003,41.32,64.80,35.18,44.81
27/08/2003,41.27,64.75,35.14,44.85
28/08/2003,41.11,64.51,34.99,44.65
29/08/2003,41.14,64.94,35.12,44.81
01/09/2003,41.01,64.73,35.17,45.06
02/09/2003,40.94,64.28,35.08,44.79
03/09/2003,40.86,63.96,35.13,44.07
04/09/2003,40.75,63.97,35.01,44.14
05/09/2003,40.81,64.58,34.93,44.65
08/09/2003,40.75,64.77,34.75,45.22
09/09/2003,40.55,64.25,34.78,44.94
10/09/2003,40.36,64.26,34.55,45.32
11/09/2003,40.47,64.42,34.54,45.33
12/09/2003,40.81,65.12,34.86,45.69
15/09/2003,40.61,65.22,34.62,45.82
16/09/2003,40.53,65.03,34.59,45.79
17/09/2003,40.43,64.22,34.80,45.13
18/09/2003,40.57,65.25,34.97,45.75
19/09/2003,40.48,65.46,35.07,45.54
22/09/2003,39.99,65.83,35.62,45.79
23/09/2003,40.01,65.97,35.73,45.92
24/09/2003,40.04,66.11,35.72,45.86
25/09/2003,40.04,66.27,35.81,45.98
26/09/2003,40.07,66.42,35.77,45.98
29/09/2003,40.00,66.30,35.92,45.79
30/09/2003,39.95,66.66,35.98,46.45
01/10/2003,39.86,66.25,35.83,46.53
02/10/2003,39.67,66.28,35.76,46.60
03/10/2003,39.51,66.05,35.67,46.21
06/10/2003,39.56,65.70,35.63,45.76
07/10/2003,39.52,66.17,35.61,46.30
08/10/2003,39.18,65.26,35.74,46.21
09/10/2003,39.24,65.32,35.89,46.46
10/10/2003,39.24,65.30,35.96,46.01
13/10/2003,39.03,64.86,35.99,45.93
14/10/2003,39.60,65.67,36.20,46.06
15/10/2003,39.98,66.83,36.68,46.86
16/10/2003,39.84,66.44,36.30,46.29
17/10/2003,39.86,66.71,36.30,46.22
20/10/2003,39.85,66.78,36.35,46.40
21/10/2003,39.91,66.69,36.32,46.45
22/10/2003,39.90,66.84,36.43,46.56
24/10/2003,39.76,67.47,36.28,46.99
27/10/2003,39.86,67.54,36.60,46.90
28/10/2003,39.90,67.53,36.83,46.74
29/10/2003,39.91,67.80,36.89,46.65
30/10/2003,39.89,67.76,36.86,46.53
31/10/2003,39.87,67.60,36.65,46.35
03/11/2003,39.89,67.64,36.26,46.19
04/11/2003,39.88,66.82,36.08,45.67
05/11/2003,39.83,67.10,36.32,45.73
06/11/2003,39.82,66.71,36.19,45.52
07/11/2003,39.86,66.49,36.17,45.50
10/11/2003,39.84,66.68,36.39,45.90
11/11/2003,39.84,66.46,36.61,45.70
12/11/2003,39.87,66.49,36.64,45.98
13/11/2003,39.88,66.83,36.78,46.44
14/11/2003,39.85,67.24,36.88,46.82
17/11/2003,39.85,67.38,36.59,47.07
18/11/2003,39.85,67.44,36.61,46.89
19/11/2003,39.85,67.83,36.86,47.68
20/11/2003,39.86,67.72,36.59,47.48
21/11/2003,39.85,67.82,36.49,47.40
24/11/2003,39.84,67.95,36.59,47.47
25/11/2003,39.84,67.61,36.42,46.95
26/11/2003,39.87,67.75,36.41,47.03
27/11/2003,39.85,68.16,36.58,47.53
28/11/2003,39.87,68.34,36.40,47.52
01/12/2003,39.88,68.74,36.35,47.93
02/12/2003,39.86,68.54,36.49,47.73
03/12/2003,39.85,68.94,36.64,48.17
04/12/2003,39.85,68.72,36.82,48.22
08/12/2003,39.84,68.90,36.99,48.48
09/12/2003,39.81,69.05,37.09,48.67
11/12/2003,39.75,69.16,36.72,48.47
12/12/2003,39.64,69.22,36.72,48.44
15/12/2003,39.59,68.91,36.64,48.27
16/12/2003,39.60,69.15,36.76,48.76
17/12/2003,39.60,69.44,36.84,48.81
18/12/2003,39.61,69.96,36.88,49.13
19/12/2003,39.59,70.07,36.79,49.14
22/12/2003,39.60,69.89,36.72,49.03
23/12/2003,39.59,69.83,36.85,49.10
24/12/2003,39.57,69.79,36.82,49.08
25/12/2003,39.54,70.17,36.87,49.25
26/12/2003,39.52,70.14,36.87,49.23
29/12/2003,39.53,70.09,36.87,49.17
30/12/2003,39.56,70.17,36.95,49.40
31/12/2003,39.59,70.48,37.02,49.77
05/01/2004,39.35,70.68,36.81,49.81
06/01/2004,39.17,70.75,36.90,49.66
07/01/2004,39.04,71.03,36.74,49.63
08/01/2004,38.98,70.74,36.72,49.11
09/01/2004,38.97,71.39,36.60,49.71
12/01/2004,38.90,71.84,36.51,49.95
13/01/2004,38.85,71.73,36.48,49.51
14/01/2004,38.89,71.77,36.61,49.57
15/01/2004,38.98,71.45,36.69,49.32
16/01/2004,38.96,71.07,36.72,49.04
19/01/2004,38.99,70.13,36.59,48.27
20/01/2004,39.01,69.64,36.36,48.30
21/01/2004,38.98,70.91,36.39,49.07
22/01/2004,38.98,71.46,36.48,49.38
23/01/2004,38.99,71.91,36.72,49.62
26/01/2004,39.19,71.55,36.88,49.31
27/01/2004,39.25,71.12,36.99,48.94
28/01/2004,39.08,71.36,36.96,49.31
29/01/2004,39.17,71.24,36.94,48.89
30/01/2004,39.23,71.23,37.01,48.69
02/02/2004,39.18,71.52,37.09,48.84
03/02/2004,39.15,71.39,37.11,48.78
04/02/2004,39.03,71.67,37.01,48.89
05/02/2004,39.00,71.45,36.97,48.90
06/02/2004,39.05,71.60,36.85,49.02
09/02/2004,38.99,72.17,36.89,49.51
10/02/2004,38.96,72.52,36.87,49.53
11/02/2004,38.88,72.72,36.87,49.38
12/02/2004,38.83,73.42,36.87,49.80
13/02/2004,38.89,73.58,36.90,49.80
16/02/2004,38.86,73.22,36.86,49.49
17/02/2004,38.97,73.65,36.93,49.77
18/02/2004,38.98,74.39,36.90,50.18
19/02/2004,39.04,73.84,36.66,49.65
20/02/2004,39.11,74.19,36.45,49.80
23/02/2004,39.23,72.75,36.04,49.02
24/02/2004,39.22,73.14,36.14,49.19
25/02/2004,39.15,74.00,36.19,49.66
26/02/2004,39.22,73.53,36.00,49.06
27/02/2004,39.28,73.18,35.90,48.89
01/03/2004,39.21,73.46,35.89,49.12
02/03/2004,39.22,73.28,35.97,48.80
03/03/2004,39.35,72.33,35.73,48.00
04/03/2004,39.47,72.10,35.83,48.03
08/03/2004,39.48,72.82,35.21,48.79
09/03/2004,39.29,72.86,35.32,48.86
10/03/2004,39.34,71.86,35.35,48.45
11/03/2004,39.37,70.90,35.51,48.07
12/03/2004,39.36,71.03,35.48,48.45
15/03/2004,39.40,71.00,35.55,48.19
16/03/2004,39.45,71.15,35.83,48.38
17/03/2004,39.38,71.44,36.22,48.29
18/03/2004,39.40,71.85,36.68,48.30
19/03/2004,39.35,72.19,36.76,48.77
22/03/2004,39.44,72.25,36.74,48.38
23/03/2004,39.42,72.80,36.93,48.62
24/03/2004,39.46,73.00,36.99,48.68
25/03/2004,39.49,72.02,37.23,47.91
26/03/2004,39.52,71.48,37.30,47.95
29/03/2004,39.49,71.54,37.38,47.77
30/03/2004,39.52,71.98,37.44,48.16
31/03/2004,39.41,72.20,37.62,48.15
01/04/2004,39.17,72.13,37.57,48.08
02/04/2004,39.14,72.63,37.63,48.37
05/04/2004,39.08,71.44,37.42,47.28
07/04/2004,39.10,71.95,36.93,47.27
08/04/2004,39.04,71.88,36.98,47.56
09/04/2004,39.11,71.63,36.76,47.26
12/04/2004,39.12,71.72,36.79,47.24
16/04/2004,39.43,70.51,36.31,47.23
19/04/2004,39.28,70.81,36.40,47.24
20/04/2004,39.33,70.95,36.23,47.11
21/04/2004,39.44,70.26,36.26,46.69
22/04/2004,39.56,70.04,36.13,46.80
23/04/2004,39.56,70.15,36.15,47.08
26/04/2004,39.54,70.06,36.24,46.61
27/04/2004,39.58,70.65,36.43,46.93
28/04/2004,39.70,71.08,36.35,47.30
29/04/2004,39.87,70.52,36.15,47.14
30/04/2004,39.95,70.83,36.25,47.77
04/05/2004,39.90,70.81,36.20,47.71
06/05/2004,39.74,71.23,36.50,48.29
07/05/2004,39.92,71.54,36.16,48.16
10/05/2004,40.35,71.89,35.79,47.82
11/05/2004,40.55,71.98,35.78,48.11
12/05/2004,40.46,71.21,35.90,47.97
13/05/2004,40.60,71.87,35.72,48.34
14/05/2004,40.78,71.79,35.61,48.18
17/05/2004,40.76,71.89,35.83,48.69
18/05/2004,40.83,72.08,35.75,48.95
19/05/2004,40.66,71.95,35.83,48.69
20/05/2004,40.67,72.34,35.96,48.73
21/05/2004,40.76,72.50,36.19,48.83
24/05/2004,40.69,72.63,36.16,48.67
25/05/2004,40.76,73.15,36.11,49.01
26/05/2004,40.69,73.78,36.42,49.28
27/05/2004,40.68,73.93,36.44,49.32
28/05/2004,40.53,74.50,36.65,49.73
31/05/2004,40.47,74.27,36.84,49.41
01/06/2004,40.55,74.29,36.95,49.43
03/06/2004,40.61,74.40,36.82,49.52
04/06/2004,40.67,74.76,36.59,49.67
07/06/2004,40.55,74.86,36.69,50.00
08/06/2004,40.51,74.49,36.90,49.81
09/06/2004,40.52,74.39,37.00,49.60
10/06/2004,40.59,74.22,36.87,48.92
11/06/2004,40.62,74.50,37.00,48.91
14/06/2004,40.79,73.95,36.82,48.82
15/06/2004,40.94,74.29,36.92,49.45
16/06/2004,40.84,74.84,37.30,49.59
17/06/2004,40.91,74.75,37.22,49.14
18/06/2004,40.85,74.83,37.30,49.07
21/06/2004,40.85,75.08,37.64,49.53
22/06/2004,40.93,74.87,37.70,49.56
23/06/2004,40.92,74.57,37.63,49.66
24/06/2004,40.89,74.16,37.77,49.35
25/06/2004,40.78,74.31,37.95,49.52
28/06/2004,40.85,74.51,37.94,49.66
29/06/2004,40.85,74.60,37.71,49.71
30/06/2004,40.89,73.90,37.65,49.44
02/07/2004,40.75,74.13,37.41,49.57
05/07/2004,40.66,74.56,37.44,50.10
06/07/2004,40.77,74.67,37.25,50.14
07/07/2004,40.75,75.11,37.41,50.17
08/07/2004,40.74,75.51,37.49,50.36
09/07/2004,40.74,75.54,37.55,50.54
12/07/2004,40.65,75.56,37.69,50.39
13/07/2004,40.68,75.65,37.45,50.36
14/07/2004,40.71,75.63,37.40,50.25
15/07/2004,40.77,75.59,37.28,50.44
16/07/2004,40.81,75.58,37.22,50.43
19/07/2004,40.73,76.32,37.52,50.70
20/07/2004,40.75,76.00,37.59,50.65
21/07/2004,40.82,75.57,37.60,50.29
22/07/2004,40.97,75.32,37.37,50.22
23/07/2004,40.97,75.49,37.32,50.18
26/07/2004,41.06,75.38,37.40,49.80
27/07/2004,41.18,75.87,37.50,50.02
28/07/2004,41.35,75.42,37.25,49.88
29/07/2004,41.37,75.45,37.04,49.88
30/07/2004,41.32,75.08,36.91,49.77
03/08/2004,41.28,75.35,37.29,49.63
04/08/2004,41.35,75.42,37.26,49.80
05/08/2004,41.41,75.58,37.28,49.90
06/08/2004,41.42,75.57,37.11,49.95
09/08/2004,41.33,76.11,37.44,50.67
10/08/2004,41.33,76.07,37.39,50.71
11/08/2004,41.44,75.76,37.24,50.68
13/08/2004,41.51,75.58,37.18,50.75
16/08/2004,41.48,76.41,37.50,51.28
17/08/2004,41.47,76.28,37.53,51.20
18/08/2004,41.44,75.76,37.68,51.10
19/08/2004,41.44,75.55,37.85,51.11
20/08/2004,41.38,75.82,37.89,51.16
23/08/2004,41.38,75.14,37.87,50.87
24/08/2004,41.45,74.91,37.73,50.32
25/08/2004,41.45,74.37,37.81,50.01
26/08/2004,41.64,74.80,37.83,50.30
27/08/2004,41.58,74.78,37.97,50.34
30/08/2004,41.61,74.49,37.81,49.96
31/08/2004,41.60,74.74,37.91,50.20
01/09/2004,41.56,74.92,38.06,50.62
02/09/2004,41.57,74.57,37.97,50.65
03/09/2004,41.48,74.27,37.85,50.42
06/09/2004,41.56,73.79,37.65,50.12
07/09/2004,41.60,74.11,37.82,50.20
08/09/2004,41.60,73.90,38.04,50.31
09/09/2004,41.56,74.23,38.00,50.64
10/09/2004,41.53,74.27,37.76,50.78
13/09/2004,41.50,74.56,37.89,50.88
14/09/2004,41.36,74.40,37.62,50.74
15/09/2004,41.20,73.94,37.56,50.44
16/09/2004,41.22,73.32,37.51,50.09
17/09/2004,41.21,73.93,37.63,50.24
20/09/2004,41.24,73.79,37.49,50.13
21/09/2004,41.30,73.72,37.54,50.30
22/09/2004,41.24,74.08,37.56,50.81
23/09/2004,41.37,74.26,37.35,50.76
24/09/2004,41.36,74.29,37.39,50.73
27/09/2004,41.43,74.83,37.45,50.88
28/09/2004,41.53,75.19,37.33,51.06
29/09/2004,41.52,75.26,37.33,51.12
30/09/2004,41.45,74.60,37.36,51.09
01/10/2004,41.36,74.83,37.53,51.35
04/10/2004,41.36,74.17,37.36,51.18
05/10/2004,41.32,73.76,37.30,50.73
06/10/2004,41.40,73.84,37.24,50.96
07/10/2004,41.37,73.64,37.19,50.82
08/10/2004,41.31,73.67,37.22,50.82
11/10/2004,41.24,74.03,37.66,51.13
12/10/2004,41.29,74.08,37.65,50.98
13/10/2004,41.32,74.00,37.67,50.87
14/10/2004,41.40,74.29,37.74,51.07
15/10/2004,41.36,74.33,37.77,51.24
18/10/2004,41.41,74.70,37.91,51.64
19/10/2004,41.37,74.29,37.83,51.56
20/10/2004,41.30,74.49,38.06,51.71
21/10/2004,41.27,75.11,38.27,51.96
22/10/2004,41.29,75.47,38.37,52.09
26/10/2004,41.00,75.53,38.41,52.51
27/10/2004,41.02,75.27,38.40,52.28
28/10/2004,41.00,75.10,38.56,52.13
29/10/2004,41.00,75.06,38.61,52.26
01/11/2004,41.01,75.34,38.64,52.45
02/11/2004,41.01,75.17,38.56,52.22
03/11/2004,41.04,75.40,38.63,52.12
04/11/2004,41.04,75.86,38.63,52.60
05/11/2004,40.87,75.39,38.54,52.63
08/11/2004,40.76,75.59,38.62,52.80
09/11/2004,40.69,75.42,38.53,52.52
10/11/2004,40.63,75.40,38.40,52.41
11/11/2004,40.69,75.12,38.04,52.39
12/11/2004,40.48,74.73,38.14,52.28
15/11/2004,40.32,74.86,38.27,52.29
16/11/2004,40.37,74.55,38.30,52.20
17/11/2004,40.24,74.59,38.21,52.18
18/11/2004,40.06,74.51,38.54,52.23
19/11/2004,40.11,74.22,38.53,51.98
22/11/2004,39.85,73.97,38.61,51.91
23/11/2004,39.85,73.93,38.54,51.84
24/11/2004,39.70,74.20,38.41,51.98
25/11/2004,39.58,74.49,38.52,52.15
26/11/2004,39.37,74.59,38.40,52.27
29/11/2004,39.44,74.55,38.34,52.28
30/11/2004,39.51,74.65,38.31,52.37
01/12/2004,39.32,75.13,38.26,52.31
02/12/2004,39.15,75.76,38.26,52.32
03/12/2004,39.36,75.68,38.09,52.28
07/12/2004,39.16,75.98,38.04,52.52
08/12/2004,39.24,76.05,37.98,52.48
09/12/2004,39.38,76.02,37.84,52.47
13/12/2004,39.56,75.84,37.72,52.48
14/12/2004,39.34,75.64,37.54,52.34
15/12/2004,39.47,76.01,37.50,52.50
16/12/2004,39.18,76.07,37.56,52.53
17/12/2004,39.21,75.77,37.51,51.98
20/12/2004,39.11,75.85,37.47,52.08
21/12/2004,39.02,75.90,37.54,52.24
22/12/2004,38.99,75.18,37.40,52.09
23/12/2004,38.98,74.77,37.49,52.26
24/12/2004,38.96,74.85,37.59,52.59
27/12/2004,39.08,75.13,37.61,52.85
28/12/2004,38.97,75.32,37.79,53.02
29/12/2004,39.02,75.21,37.76,53.03
30/12/2004,39.06,74.96,37.58,53.15
04/01/2005,38.91,74.14,37.88,52.40
05/01/2005,39.12,73.65,37.45,51.90
06/01/2005,39.10,73.63,37.52,51.82
07/01/2005,39.16,73.53,37.40,51.66
10/01/2005,39.19,73.37,37.44,51.22
11/01/2005,39.05,73.36,37.51,51.22
12/01/2005,38.92,73.06,37.63,51.01
13/01/2005,38.77,73.29,37.84,51.36
14/01/2005,38.69,72.58,37.65,50.89
17/01/2005,38.50,72.07,37.74,50.48
18/01/2005,38.47,71.50,37.56,50.17
19/01/2005,38.39,71.68,37.50,50.05
20/01/2005,38.49,72.02,37.46,50.07
21/01/2005,38.56,72.09,37.27,49.96
24/01/2005,38.46,72.19,37.42,50.19
25/01/2005,38.41,72.16,37.38,50.07
26/01/2005,38.52,71.95,37.14,50.03
27/01/2005,38.48,72.43,37.28,50.31
28/01/2005,38.40,72.51,37.26,50.05
31/01/2005,38.50,72.58,37.16,50.14
01/02/2005,38.55,72.65,37.18,50.29
02/02/2005,38.53,72.62,37.17,50.35
03/02/2005,38.49,72.50,37.00,50.13
04/02/2005,38.43,72.32,36.80,49.85
07/02/2005,38.21,71.58,36.65,49.06
08/02/2005,38.36,71.25,36.52,48.99
09/02/2005,38.53,71.43,36.47,49.18
10/02/2005,38.56,71.75,36.52,49.40
11/02/2005,38.55,72.04,36.45,49.63
14/02/2005,38.39,72.03,36.57,49.66
15/02/2005,38.38,72.41,36.48,49.77
16/02/2005,38.38,72.68,36.64,49.96
17/02/2005,38.51,72.61,36.54,50.23
18/02/2005,38.52,72.92,36.51,50.33
21/02/2005,38.52,72.88,36.44,50.28
22/02/2005,38.44,73.04,36.60,50.38
24/02/2005,38.40,73.27,36.65,50.80
25/02/2005,38.38,73.35,36.44,50.67
28/02/2005,38.28,73.58,36.55,50.79
01/03/2005,38.26,73.42,36.58,50.52
02/03/2005,38.28,73.40,36.59,50.39
03/03/2005,38.38,73.39,36.58,50.39
04/03/2005,38.46,73.37,36.51,50.44
07/03/2005,38.35,73.74,36.63,50.74
08/03/2005,38.29,73.36,36.47,50.63
09/03/2005,38.26,73.75,36.56,51.03
10/03/2005,38.23,73.63,36.78,51.27
11/03/2005,38.26,73.57,36.77,51.38
14/03/2005,38.25,73.57,36.65,51.44
15/03/2005,38.32,73.36,36.58,51.18
16/03/2005,38.44,73.55,36.77,51.15
17/03/2005,38.44,74.01,36.86,51.52
18/03/2005,38.46,73.95,36.75,51.40
21/03/2005,38.50,73.74,36.70,51.09
22/03/2005,38.59,73.22,36.71,50.81
23/03/2005,38.63,72.86,36.63,50.52
24/03/2005,38.72,72.43,36.44,50.29
25/03/2005,38.88,72.67,36.53,50.32
28/03/2005,39.07,72.76,36.58,50.44
29/03/2005,39.19,73.24,36.57,50.67
30/03/2005,39.32,73.82,36.63,50.89
31/03/2005,39.11,73.52,36.51,50.57
01/04/2005,39.18,73.92,36.47,50.76
04/04/2005,39.37,73.97,36.54,50.77
05/04/2005,39.53,74.15,36.43,50.72
07/04/2005,39.57,74.46,36.47,51.00
08/04/2005,39.58,73.99,36.46,50.76
11/04/2005,39.62,74.63,36.56,51.19
12/04/2005,39.60,74.89,36.80,51.40
18/04/2005,39.66,74.99,36.78,51.16
19/04/2005,39.46,75.12,36.76,51.38
20/04/2005,39.34,75.45,36.82,51.40
21/04/2005,39.36,75.53,36.86,51.55
22/04/2005,39.47,75.35,36.97,51.46
25/04/2005,39.37,75.28,37.20,51.22
26/04/2005,39.40,75.30,37.27,51.19
27/04/2005,39.53,75.27,37.21,51.21
28/04/2005,39.53,75.30,37.28,51.10
29/04/2005,39.57,75.60,37.45,51.15
03/05/2005,39.52,74.81,37.59,50.76
04/05/2005,39.41,74.78,37.62,50.95
06/05/2005,39.40,74.88,37.65,50.97
09/05/2005,39.46,74.53,37.49,50.57
10/05/2005,39.47,74.32,37.37,50.68
11/05/2005,39.42,74.33,37.40,50.76
