set	klse
1053.97	1528.98
1064.24	1532.12
1055.54	1533.57
1065.45	1540.94
1067	1548.69
1076.5	1542.84
1073.83	1558.29
1065.63	1556.42
1059.81	1558.04
1057.86	1559.85
1046.16	1552.14
1034.75	1551.89
1014.58	1551.79
1016.85	1550.89
1020.37	1556.19
1015.53	1545.88
1034.92	1548.51
1030.31	1556.19
1019.55	1554.24
1018.96	1563.43
1013.09	1559.19
1027.72	1560.79
1023.86	1567.35
1014.13	1563.19
1022.94	1564.66
1010.32	1562.52
1013.5	1570.02
1033.26	1575.01
1041.48	1579.07
1090.28	1582.35
1084.59	1581.85
1072.68	1591.34
1083.08	1590.24
1088.46	1594.74
1077.24	1588.58
1062.39	1578.1
1077.4	1580.67
1079.91	1579.84
1083.94	1562.58
1096.77	1555.64
1101.37	1562.59
1104.15	1565.81
1121.04	1565.06
1127.58	1559.6
1121.63	1561.77
1130.71	1558.17
1134.38	1551.91
1133.53	1548.81
1144.14	1558.01
1139.61	1554.85
1133.46	1545.1
1124.01	1546.89
1093.38	1524.43
1078.19	1496.99
1042.54	1472.14
1060.21	1480.52
1062.07	1476.46
1086.32	1499.74
1077.02	1498.24
1093.51	1503.07
1089.09	1503.3
1069.2	1483.98
1067.84	1472.16
1057.28	1482.37
1046.43	1469.15
1025	1464.74
1037.22	1444.81
1055.63	1447.27
1065.18	1474.09
1049.23	1463.12
1055.6	1454.37
1068.72	1464.61
1072.21	1469.83
1062.37	1469.12
1040.83	1446.26
1031.67	1448
1022.96	1437.61
1036.21	1430.93
1017.19	1413.12
1026.28	1410.64
1029.59	1419.04
990.59	1387.81
958.16	1365.94
904.06	1331.8
946.62	1364.2
931.6	1371.55
926.21	1387.46
916.21	1387.13
869.31	1367.52
855.45	1361.38
862.65	1375.67
913.72	1393.69
909.17	1400.05
923.17	1397.04
944.8	1411.65
952.77	1428.5
936.82	1444.87
955.81	1442.43
971.63	1465.35
952.75	1439.94
938.19	1450.25
909.1	1441.18
916.34	1438.83
942.55	1457.8
960.17	1470.93
973.18	1481.82
974.75	1491.89
956.59	1475.64
965.8	1470.95
957.56	1462.37
957.31	1477.51
983.44	1480.46
967.84	1489.64
968.3	1472.65
970.97	1468.75
984.28	1478.87
984.97	1477.22
997.11	1476.84
993.38	1465.47
984.16	1454.4
965.07	1434.08
977.36	1437.99
976.87	1433.17
980.5	1447.99
967.18	1431.55
988.06	1444.72
995.33	1472.1
1019.15	1485.26
1029.37	1489.02
1030.77	1480.92
1046.73	1482.99
1043.24	1472.92
1034	1460.13
1030.61	1465.39
1023.48	1463.12
1024.16	1464.11
1034.06	1466.22
1033.55	1477.78
1033.29	1465.17
1043.75	1484.98
1042.52	1491.46
1037.37	1496.15
1028.38	1500.91
1028.19	1504.11
1023.91	1506.69
1025.32	1530.73
1036.21	1504.22
1036.8	1514.43
1036.26	1514.13
1044.84	1521.73
1053.04	1521.99
1051.63	1522.29
1052.23	1525.56
1044.81	1523.07
1037.01	1509.06
1056.54	1519.36
1051.64	1517.38
1058.94	1516.81
1058.66	1522.66
1056.01	1519.76
1068.54	1523.86
1076.29	1520.9
1074.71	1513.55
1083.97	1521.29
1091.67	1537.09
1098.95	1538.77
1116.08	1553.18
1117.17	1565.32
1112.91	1561.66
1117.4	1562.82
1106.41	1566.05
1126.48	1561.3
1120.25	1550.49
1129.93	1557.15
1135.92	1560.57
1140.39	1563.78
1137.82	1560.52
1140.07	1556.66
1146.14	1558.77
1135.04	1559.04
1146.26	1556.73
1160.9	1569.65
1164.98	1573.45
1165.15	1583.78
1157.95	1589.22
1153.16	1589.91
1168.31	1578.36
1158.71	1579
1150.18	1564.75
1153.56	1564.02
1164.36	1575.71
1171.34	1579.38
1189.56	1571.4
1189.5	1573.6
1196.6	1577.62
1207.67	1582.53
1191	1583.24
1194.44	1585.83
1188.32	1582.98
1207.29	1588.1
1204.01	1583.75
1203.91	1585.44
1196.77	1596.33
1199.09	1603.78
1211.07	1606.63
1198.09	1599.27
1182.41	1593.44
1165.61	1597.17
